Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation,Dominant Rock Type,Tectonic Setting,HoloPleisto
300054,Piratkovsky,Russia,Stratovolcano,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.113,157.849,1322,No Data (checked),Subduction zone / Continental crust (>25 km),Holocene
300055,Ostanets,Russia,Shield(s),Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.146,157.322,719,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300056,Otdelniy,Russia,Pyroclastic cone(s),Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.221,157.435,814,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300057,Golaya,Russia,Stratovolcano,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.263,157.787,858,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300058,Asacha,Russia,Complex,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.355,157.827,1910,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300059,Visokiy,Russia,Stratovolcano,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.43,157.93,1234,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300060,Mutnovsky,Russia,Complex,Eruption Observed,2000 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.449,158.196,2288,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300070,Gorely,Russia,Caldera,Eruption Observed,2010 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.559,158.03,1799,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300080,Opala,Russia,Caldera,Eruption Observed,1776 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.543,157.339,2439,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300082,Tolmachev Dol,Russia,Pyroclastic cone(s),Eruption Dated,300 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.63,157.58,1021,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300083,Vilyuchik,Russia,Stratovolcano,Eruption Dated,8050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.7,158.28,2173,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300084,Barkhatnaya Sopka,Russia,Lava dome(s),Eruption Dated,3550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.802,158.24,874,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300087,Bolshe-Bannaya,Russia,Lava dome(s),Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.9,157.78,1200,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300090,Koryaksky,Russia,Stratovolcano,Eruption Observed,2009 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.321,158.712,3430,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300100,Avachinsky,Russia,Stratovolcano,Eruption Observed,2001 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300110,Dzenzursky,Russia,Compound,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.637,158.922,2285,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300120,Zhupanovsky,Russia,Compound,Eruption Observed,2016 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.589,159.15,2899,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300121,Veer,Russia,Pyroclastic cone(s),Eruption Dated,390 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.75,158.45,520,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300122,Kostakan,Russia,Pyroclastic cone(s),Eruption Dated,1350 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.83,158.05,1150,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300123,Bakening,Russia,Stratovolcano,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.07,2278,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300124,Zavaritsky,Russia,Pyroclastic cone(s),Eruption Dated,800 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.385,1567,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300125,Akademia Nauk,Russia,Stratovolcano(es),Eruption Observed,1996 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.98,159.45,1180,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300130,Karymsky,Russia,Stratovolcano,Eruption Observed,2019 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.049,159.443,1513,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300140,Maly Semyachik,Russia,Caldera,Eruption Observed,1952 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.135,159.674,1527,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300150,Bolshoi Semiachik,Russia,Stratovolcano(es),Eruption Dated,4450 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.32,160.02,1720,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300160,Taunshits,Russia,Stratovolcano,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.528,159.804,2301,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300170,Uzon,Russia,Caldera(s),Eruption Dated,200 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.5,159.97,1617,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300180,Kikhpinych,Russia,Stratovolcano(es),Eruption Dated,1550 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.489,160.251,1506,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300190,Krasheninnikov,Russia,Caldera,Eruption Dated,1550 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.596,160.27,1816,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300200,Kronotsky,Russia,Stratovolcano,Eruption Observed,1923 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.753,160.533,3482,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300201,Schmidt,Russia,Shield,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.92,160.63,2020,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300210,Gamchen,Russia,Complex,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.974,160.703,2539,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300220,Komarov,Russia,Stratovolcano,Eruption Dated,950 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.033,160.725,2065,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300221,Vysoky,Russia,Stratovolcano,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.064,160.765,2129,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300230,Kizimen,Russia,Stratovolcano,Eruption Observed,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.131,160.32,2334,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300240,Tolbachik,Russia,Shield,Eruption Observed,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.832,160.326,3611,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300241,Udina,Russia,Stratovolcano(es),Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.758,160.527,2886,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300242,Zimina,Russia,Stratovolcano(es),Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.862,160.603,3057,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300250,Bezymianny,Russia,Stratovolcano,Eruption Observed,2020 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.972,160.595,2882,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300251,Kamen,Russia,Stratovolcano,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.02,160.593,4585,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300260,Klyuchevskoy,Russia,Stratovolcano,Eruption Observed,2020 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.056,160.642,4754,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300261,Ushkovsky,Russia,Compound,Eruption Observed,1890 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.113,160.509,3943,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300270,Sheveluch,Russia,Stratovolcano,Eruption Observed,2020 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.653,161.36,3283,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300271,Piip,Russia,Submarine,Eruption Dated,5050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.42,167.33,-300,Dacite,Subduction zone / Intermediate crust (15-25 km),Holocene
300272,Khangar,Russia,Stratovolcano,Eruption Dated,1500 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.761,157.407,1967,Dacite,Subduction zone / Continental crust (>25 km),Holocene
300273,Cherpuk Group,Russia,Pyroclastic cone(s),Eruption Dated,4550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.55,157.47,1868,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300280,Ichinsky,Russia,Stratovolcano,Eruption Observed,1740 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.678,157.718,3596,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300290,Maly Payalpan,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.82,157.98,1802,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300300,Bolshoi Payalpan,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.88,157.78,1906,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300310,Plosky,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.2,158.47,1236,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300320,Akhtang,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.43,158.65,1956,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300330,Kozyrevsky,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.58,158.38,2016,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300340,Romanovka,Russia,Stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.65,158.8,1442,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300350,Uksichan,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.08,158.38,1692,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300360,Bolshoi-Kekuknaysky,Russia,Shield(s),Eruption Dated,5310 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.483,157.917,1401,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300370,Kulkev,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.37,158.37,915,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300380,Geodesistoy,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.33,158.67,1170,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300390,Anaun,Russia,Stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.32,158.83,1828,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300400,Krainy,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.37,159.03,1554,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300410,Kekurny,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.4,158.85,1377,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300420,Eggella,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.57,158.52,1046,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300440,Verkhovoy,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.52,159.53,1400,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300450,Alney-Chashakondzha,Russia,Stratovolcano,Eruption Dated,1600 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.656,159.647,2570,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300460,Cherny,Russia,Stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.82,159.67,1778,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300470,Pogranychny,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.85,159.8,1427,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300480,Zaozerny,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.88,159.95,1349,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300490,Bliznets,Russia,Stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.97,159.78,1244,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300500,Kebeney,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.1,159.93,1527,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300510,Fedotych,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.13,160.4,965,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300511,Shisheika,Russia,Lava dome,Eruption Dated,2240 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.153,161.09,355,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300512,Terpuk,Russia,Shield,Eruption Dated,800 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.2,159.83,765,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300520,Sedankinsky,Russia,Shield,Eruption Dated,7050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.27,160.08,1241,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300530,Leutongey,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.306,159.827,1318,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300540,Tuzovsky,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.32,159.967,1516,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300550,Gorny Institute,Russia,Stratovolcano,Eruption Dated,1250 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.33,160.2,2125,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300551,Kinenin,Russia,Maar,Eruption Dated,850 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.35,160.97,583,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300552,Bliznetsy,Russia,Lava cone,Eruption Dated,1060 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.35,161.37,265,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),Holocene
300560,Titila,Russia,Shield(s),Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.406,160.108,1523,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300570,Mezhdusopochny,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.47,160.25,1641,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300580,Shishel,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.45,160.37,2525,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300590,Elovsky,Russia,Shield(s),Eruption Dated,7550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.55,160.53,1381,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300600,Alngey,Russia,Stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.702,160.418,1822,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300610,Uka,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.706,160.59,1607,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300620,Kaileney,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.8,160.67,1582,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300630,Plosky,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.83,160.25,1255,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300640,Bely,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.88,160.53,2080,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300650,Nylgimelkin,Russia,Shield(s),Eruption Dated,3550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.97,160.65,1764,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300660,Snezhniy,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.02,160.8,2169,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300670,Iktunup,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.08,160.77,2300,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300671,Spokoiny,Russia,Stratovolcano,Eruption Dated,3450 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.13,160.82,2171,Dacite,Subduction zone / Continental crust (>25 km),Holocene
300680,Ostry,Russia,Stratovolcano,Eruption Dated,2050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.18,160.82,2552,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
300690,Snegovoy,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.2,160.97,2169,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),Holocene
